code	code_idx	task	mis	notes	stu_id
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'ifelse bool_path_right', 'children': [{'type': 'do', 'children': [{'type': 'turn_right'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}, {'type': 'move'}]}	143	hoc18b		only_if	rand92
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'ifelse bool_path_right', 'children': [{'type': 'do', 'children': [{'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}, {'type': 'turn_right'}]}]}]}	144	hoc18b		only_if	rand93
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'ifelse bool_path_right', 'children': [{'type': 'do', 'children': [{'type': 'turn_right'}, {'type': 'turn_left'}]}, {'type': 'else', 'children': [{'type': 'turn_left'}]}]}]}	145	hoc18b		only_if	rand94
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'ifelse bool_path_right', 'children': [{'type': 'do', 'children': [{'type': 'turn_right'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}]}	146	hoc18b		only_if	rand95
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'turn_right'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}]}	147	hoc18b		only_if	rand96
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'ifelse bool_path_right', 'children': [{'type': 'do', 'children': [{'type': 'turn_right'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}, {'type': 'move'}]}]}]}	148	hoc18b		only_if	rand97
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'ifelse bool_path_right', 'children': [{'type': 'do', 'children': [{'type': 'turn_right'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}]}	149	hoc18b		only_if	rand98
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'ifelse bool_path_right', 'children': [{'type': 'do', 'children': [{'type': 'turn_right'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}]}	150	hoc18b		only_if	rand99
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'ifelse bool_path_right', 'children': [{'type': 'do', 'children': [{'type': 'move'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}]}	151	hoc18b		only_if	rand100
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'while', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}]}]}	152	hoc18b		only_while	rand101
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'while', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}]}]}	153	hoc18b		only_while	rand102
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'while', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}]}]}	154	hoc18b		only_while	rand103
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'while', 'children': [{'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}]}]}	155	hoc18b		only_while	rand104
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'while', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_right'}]}]}	156	hoc18b		only_while	rand105
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'while', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}]}]}	157	hoc18b		only_while	rand106
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'while', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}]}]}	158	hoc18b		only_while	rand107
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'while', 'children': [{'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}]}]}	159	hoc18b		only_while	rand108
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'while', 'children': [{'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}]}]}	160	hoc18b		only_while	rand109
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'while', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}]}]}	161	hoc18b		only_while	rand110
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}]}	162	hoc18b		basic_actions	rand111
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}]}	163	hoc18b		basic_actions	rand112
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}]}	164	hoc18b		basic_actions	rand113
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}]}	165	hoc18b		basic_actions	rand114
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_left'}]}	166	hoc18b		basic_actions	rand115
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}]}	167	hoc18b		basic_actions	rand116
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}]}	168	hoc18b		basic_actions	rand117
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}]}	169	hoc18b		basic_actions	rand118
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}]}	170	hoc18b		basic_actions	rand119
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}]}	171	hoc18b		basic_actions	rand120
{'type': 'run', 'children': [{'type': 'while', 'children': [{'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}, {'type': 'turn_left'}]}]}	172	hoc18c		edit_2	rand121
{'type': 'run', 'children': [{'type': 'while', 'children': [{'type': 'move'}, {'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'turn_left'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}, {'type': 'turn_right'}]}]}	173	hoc18c		edit_2	rand122
{'type': 'run', 'children': [{'type': 'while', 'children': [{'type': 'turn_left'}, {'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'turn_left'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'turn_left'}]}]}]}]}	174	hoc18c		edit_2	rand123
{'type': 'run', 'children': [{'type': 'while', 'children': [{'type': 'ifelse bool_path_ahead', 'children': [{'type': 'do', 'children': [{'type': 'turn_left'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}, {'type': 'turn_left'}]}]}	175	hoc18c		edit_2	rand124
{'type': 'run', 'children': [{'type': 'while', 'children': [{'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'turn_right'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}, {'type': 'move'}]}]}	176	hoc18c		edit_2	rand125
{'type': 'run', 'children': [{'type': 'while', 'children': [{'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'turn_left'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'turn_right'}]}]}, {'type': 'turn_right'}]}]}	177	hoc18c		edit_2	rand126
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'while', 'children': [{'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'turn_left'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}]}]}	178	hoc18c		edit_2	rand127
{'type': 'run', 'children': [{'type': 'while', 'children': [{'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'turn_right'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}, {'type': 'move'}]}]}	179	hoc18c		edit_2	rand128
{'type': 'run', 'children': [{'type': 'while', 'children': [{'type': 'turn_left'}, {'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'turn_left'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}, {'type': 'turn_right'}]}]}]}]}	180	hoc18c		edit_2	rand129
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'while', 'children': [{'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'turn_left'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'turn_right'}]}]}]}]}	181	hoc18c		edit_2	rand130
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'turn_left'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}, {'type': 'move'}]}	182	hoc18c		only_if	rand131
{'type': 'run', 'children': [{'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'turn_left'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}, {'type': 'move'}, {'type': 'turn_right'}]}	183	hoc18c		only_if	rand132
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'turn_left'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}, {'type': 'move'}]}	184	hoc18c		only_if	rand133
{'type': 'run', 'children': [{'type': 'ifelse bool_path_ahead', 'children': [{'type': 'do', 'children': [{'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}]}	185	hoc18c		only_if	rand134
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'move'}, {'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'turn_left'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}]}	186	hoc18c		only_if	rand135
{'type': 'run', 'children': [{'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'turn_right'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}, {'type': 'move'}]}	187	hoc18c		only_if	rand136
{'type': 'run', 'children': [{'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'move'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'turn_right'}]}]}]}	188	hoc18c		only_if	rand137
{'type': 'run', 'children': [{'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}, {'type': 'turn_right'}]}	189	hoc18c		only_if	rand138
{'type': 'run', 'children': [{'type': 'ifelse bool_path_left', 'children': [{'type': 'do', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}]}	190	hoc18c		only_if	rand139
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'ifelse bool_path_ahead', 'children': [{'type': 'do', 'children': [{'type': 'turn_left'}, {'type': 'move'}]}, {'type': 'else', 'children': [{'type': 'move'}]}]}]}	191	hoc18c		only_if	rand140
{'type': 'run', 'children': [{'type': 'while', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}]}]}	192	hoc18c		only_while	rand141
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'while', 'children': [{'type': 'move'}, {'type': 'move'}]}]}	193	hoc18c		only_while	rand142
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'while', 'children': [{'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}]}]}	194	hoc18c		only_while	rand143
{'type': 'run', 'children': [{'type': 'while', 'children': [{'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}]}]}	195	hoc18c		only_while	rand144
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'while', 'children': [{'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}]}]}	196	hoc18c		only_while	rand145
{'type': 'run', 'children': [{'type': 'while', 'children': [{'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}]}]}	197	hoc18c		only_while	rand146
{'type': 'run', 'children': [{'type': 'while', 'children': [{'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}]}]}	198	hoc18c		only_while	rand147
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'while', 'children': [{'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}]}]}	199	hoc18c		only_while	rand148
{'type': 'run', 'children': [{'type': 'while', 'children': [{'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}]}]}	200	hoc18c		only_while	rand149
{'type': 'run', 'children': [{'type': 'while', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}]}]}	201	hoc18c		only_while	rand150
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_left'}]}	202	hoc18c		basic_actions	rand151
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}]}	203	hoc18c		basic_actions	rand152
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}]}	204	hoc18c		basic_actions	rand153
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}]}	205	hoc18c		basic_actions	rand154
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}]}	206	hoc18c		basic_actions	rand155
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}]}	207	hoc18c		basic_actions	rand156
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_left'}]}	208	hoc18c		basic_actions	rand157
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'move'}]}	209	hoc18c		basic_actions	rand158
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}]}	210	hoc18c		basic_actions	rand159
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}]}	211	hoc18c		basic_actions	rand160
